file_path,label_source,file_exists,file_size_bytes,metadata_duration_seconds,sample_rate_hz,channels,estimated_bitrate_kbps,container_format,codec_subtype,bitrate_kbps,bitrate_mode,mpeg_version,mp3_mode,metadata_error
music/low_stream/Thomas Park - Track20210521111553322404.44.mp3,archive_low_download,True,3841783,160.0,44100.0,2.0,192.08915,MP3,MPEG_LAYER_III,192.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Captain Pepere - 09_-_captain_pepere_-_elle_nest_pas_dici_bonus.mp3,archive_low_download,True,4482560,173.87102040816328,44100.0,2.0,206.24759615384616,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/CyberHex - Pi-Rat0003-CyberHex-06-The_Force.mp3,archive_low_download,True,1434624,45.09664399092971,44100.0,2.0,254.4976961546932,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/٩(｡•́‿•̀｡)۶ - 09.mp3,archive_low_download,True,226385,8.241904761904761,44100.0,2.0,219.74046683614515,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/From the Horror - 01DesdeElHorror.mp3,archive_low_download,True,3569463,223.59655328798186,44100.0,2.0,127.71084160327639,MP3,MPEG_LAYER_III,128.0,constant,MPEG 1.0,joint stereo,
music/low_stream/THE TURD GURGLERS & STEM CELL REDUCTION - 15-StemCellReduction-NewAgeHouseCleaner.mp3,archive_low_download,True,2709528,67.72836734693878,44100.0,2.0,320.04645688509623,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,stereo,
music/low_stream/Assholemouthead & Chav Stabber - 7.SmileWithoutYourFuckingTeeth-Assholemouthead_64kb.mp3,archive_low_download,True,2381126,297.50820861678005,22050.0,1.0,64.02851231757778,MP3,MPEG_LAYER_III,64.0,constant,MPEG 2.0,mono,
music/low_stream/M.E.H - 03IHateMyFuckingNeighbors.mp3,archive_low_download,True,1572864,88.0,44100.0,2.0,142.98763636363634,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Paul Minesweeper - 09PaulMinesweeper-Northreach.mp3,archive_low_download,True,14820737,367.7771201814059,44100.0,2.0,322.38518791358587,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/electronical - adm006-02-chriszanf_quarnkremix.mp3,archive_low_download,True,5251072,328.93888888888887,44100.0,2.0,127.70936310358223,MP3,MPEG_LAYER_III,128.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Jimmy Ghaphery - 03PhoneAsOx_vbr.mp3,archive_low_download,True,6341327,289.3322448979592,44100.0,2.0,175.33689000993138,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/precocious mouse + d0x10 - 02-bt_11_varB.mp3,archive_low_download,True,3450917,181.24480725623582,44100.0,2.0,152.32070048202803,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/cosmomachia - 03_Cosmomachia_-_Grammatica_Alba.mp3,archive_low_download,True,10463903,436.64444444444445,44100.0,2.0,191.71484961066722,MP3,MPEG_LAYER_III,192.0,constant,MPEG 1.0,stereo,
music/low_stream/drinking coffee from counselor troi's head - DCFromCTroisHead-ArchivesVol2-02-PhantomPower.mp3,archive_low_download,True,13077212,326.8433560090703,44100.0,2.0,320.08512358163625,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Mike Mayz - In_The_Dark_Rmx___Michael_Mayz_64kb.mp3,archive_low_download,True,2404646,300.4600453514739,22050.0,2.0,64.02571089775559,MP3,MPEG_LAYER_III,64.0,constant,MPEG 2.0,joint stereo,
music/low_stream/Not Ensemble - TPZ03_03_Not_Ensemble_-_Waiting_for_cookies_-_Rush_for_snack.mp3,archive_low_download,True,6083395,152.01022675736962,44100.0,2.0,320.1571436221843,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Yoshiwaku - YOSHIWAKU - Vakra Râgas - 03 Gat I.mp3,archive_low_download,True,9266062,253.98149659863947,44100.0,2.0,291.8657342867122,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/e yard - 18e_yard-needed_to_quit.mp3,archive_low_download,True,1280839,80.22854875283447,44100.0,2.0,127.71902470238794,MP3,MPEG_LAYER_III,128.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Charles Rice Goff III - 08ForTheLoveOfMarie.mp3,archive_low_download,True,4235650,176.74473922902493,44100.0,2.0,191.71829468763838,MP3,MPEG_LAYER_III,192.0,constant,MPEG 1.0,stereo,
music/low_stream/Dawn of Darkness Netlabel - 03 - KΔDΔBRΔ - Separacion de la Realidad (feat Humanfobia) 1.mp3,archive_low_download,True,6137217,186.024,48000.0,2.0,263.9322668042833,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/H5N1 - SRmp3_117_64kb_mp3.mp3,archive_low_download,True,8334829,109.71392290249433,22050.0,2.0,607.7499576718177,MP3,MPEG_LAYER_III,64.0,constant,MPEG 2.0,joint stereo,
music/low_stream/Microloop - 04.mp3,archive_low_download,True,128512,11.343673469387754,44100.0,2.0,90.63166378814047,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Sudamérica Electronica - 04_neukln.mp3,archive_low_download,True,10606271,441.4281179138322,44100.0,2.0,192.21740654174403,MP3,MPEG_LAYER_III,192.0,constant,MPEG 1.0,stereo,
music/low_stream/xCEAN - 08_reboot_retractable_gear_groove.mp3,archive_low_download,True,6879232,344.25102040816324,44100.0,2.0,159.86548401439387,MP3,MPEG_LAYER_III,160.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Nickolay Fedorenko - 07.Nickolay Fedorenko - Journey to the Moon.mp3,archive_low_download,True,7325345,183.00002267573697,44100.0,2.0,320.23362152167556,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Mogwai - 06086_ccrecmp301102bidasoa.mp3,archive_low_download,True,16788574,417.0492063492064,44100.0,2.0,322.04495286232446,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/The PepiBand - 05Sicily.mp3,archive_low_download,True,7462912,186.4562358276644,44100.0,2.0,320.20004981320056,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,stereo,
music/low_stream/various artists - 17BingSatellites-TheBay.mp3,archive_low_download,True,2551047,106.27789115646259,44100.0,2.0,192.02842451921384,MP3,MPEG_LAYER_III,192.0,constant,MPEG 1.0,stereo,
music/low_stream/Bouwakanja - 13 Bouwakanja - Rhino.mp3,archive_low_download,True,13817371,345.40054421768707,44100.0,2.0,320.0312502412658,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,stereo,
music/low_stream/Top Of The Flops Netlabel - 3.MusicaFuturista.mp3,archive_low_download,True,1589248,794.56,12000.0,1.0,16.001288763592427,MP3,MPEG_LAYER_III,16.0,constant,MPEG 2.5,mono,
music/low_stream/Below Bangkok - 04.Hid_K_-_Broken_Note_mix.mp3,archive_low_download,True,5018876,207.56757369614513,44100.0,2.0,193.43584012200492,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/The Slides - 05.mp3,archive_low_download,True,16153667,300.0,44100.0,2.0,430.76445333333334,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Acidfloor - P011_09_Acidfloor_808 109_808 Acid Vol1.mp3,archive_low_download,True,7116017,345.296462585034,44100.0,2.0,164.8674173312177,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Mystified - 08FromElsewhere.mp3,archive_low_download,True,13597274,339.8986394557823,44100.0,2.0,320.03126630388016,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,stereo,
music/low_stream/Stpocold - 09_-_sickness.mp3,archive_low_download,True,7181312,314.03392290249434,44100.0,2.0,182.94359879661164,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Rodent Tapes 2015-001 (Various Artists) - 06 - WHITE BOY IDTAL SAMPLES DIGTAL SKUNK.mp3,archive_low_download,True,6484413,231.52324263038548,44100.0,2.0,224.06089086621924,MP3,MPEG_LAYER_III,224.0,constant,MPEG 1.0,joint stereo,
music/low_stream/mad birdies - mhrk079_mad_birdies__operazione_n7__cosmogonia.mp3,archive_low_download,True,7791269,190.2,44100.0,2.0,327.7084752891693,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/M.d.A - 05-MdA-No_se_No_se.mp3,archive_low_download,True,3624717,151.0097732426304,44100.0,2.0,192.02555819621531,MP3,MPEG_LAYER_III,192.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Andy N - 36introtopen.mp3,archive_low_download,True,670407,20.94816326530612,44100.0,2.0,256.02511934220524,MP3,MPEG_LAYER_III,256.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Jimmy Spits - JimmySpits-LeaPsAndBounds-02-Rope-a-Dope_64kb.mp3,archive_low_download,True,1209909,151.1180045351474,22050.0,2.0,64.05108398416398,MP3,MPEG_LAYER_III,64.0,constant,MPEG 2.0,joint stereo,
music/low_stream/Industrial Noise Records - 01.TheNightmareintro.mp3,archive_low_download,True,4043523,168.46367346938774,44100.0,2.0,192.01875,MP3,MPEG_LAYER_III,192.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Lazzich - pass007_-_07_lazzich_-_pink_flower_ambient_version.mp3,archive_low_download,True,7026001,175.6296598639456,44100.0,2.0,320.03710559789533,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/dorothy's magic bag - kahvi121a_dmb-violins_64kb.mp3,archive_low_download,True,478063,59.60934240362812,22050.0,2.0,64.15947309237926,MP3,MPEG_LAYER_III,64.0,constant,MPEG 2.0,joint stereo,
music/low_stream/v - v-dc.mp3,archive_low_download,True,38614938,1608.7932879818595,44100.0,2.0,192.0193888846479,MP3,MPEG_LAYER_III,192.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Jaeck the Bit - 02-EMIMJ_64kb.mp3,archive_low_download,True,1317534,164.57106575963718,22050.0,2.0,64.0469328636086,MP3,MPEG_LAYER_III,64.0,constant,MPEG 2.0,joint stereo,
music/low_stream/C - 1-spybee_64kb.mp3,archive_low_download,True,2064427,257.9326984126984,22050.0,2.0,64.02994308839023,MP3,MPEG_LAYER_III,64.0,constant,MPEG 2.0,joint stereo,
music/low_stream/ViRginTuRtleWhoRe - 04-Aenimatius.mp3,archive_low_download,True,10895470,272.30497916666667,48000.0,2.0,320.0960932361455,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Sara Ayers - SaraAyers-Voices-12-TheLighthouse.mp3,archive_low_download,True,9126849,284.64,44100.0,2.0,256.51627318718386,MP3,MPEG_LAYER_III,256.0,constant,MPEG 1.0,stereo,
music/low_stream/Anonymous Coward - 02_Olympos.mp3,archive_low_download,True,4127293,99.20403628117914,44100.0,2.0,332.8326672758999,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Susperia-Electrica - 10.ASongFor_MyEndOfLife.mp3,archive_low_download,True,4192129,261.92979591836735,44100.0,2.0,128.03824735713573,MP3,MPEG_LAYER_III,128.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Irish Metal Archive - Cacodemon - Cacodemonic Incantation (2000) - 01 Within The Maze.mp3,archive_low_download,True,4994560,179.11077097505668,44100.0,2.0,223.08250800597813,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/xSteve Urkelx - 23-TwistAndShout.mp3,archive_low_download,True,1307491,108.94691666666667,48000.0,1.0,96.00939907279003,MP3,MPEG_LAYER_III,96.0,constant,MPEG 1.0,mono,
music/low_stream/24 Hour Arty People - 005.mp3,archive_low_download,True,2166700,90.27034013605441,44100.0,2.0,192.01877354040096,MP3,MPEG_LAYER_III,192.0,constant,MPEG 1.0,joint stereo,
"music/low_stream/Kevin Behrens, Norm Henke, Greg Ryan, Kathy Sussell, Tess Heder, Dan Linton, Andy Keeves - 199408-BBSCON-BBSSuccess-BusinessAspects-02_vbr.mp3",archive_low_download,True,14936718,935.6096825396826,44100.0,1.0,127.71751535922336,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,mono,
music/low_stream/S. Muller - sauer020_04_julia_van_der_piller_awakening_in_empty_room_acid_on_the_pillow_remix.mp3,archive_low_download,True,11740213,293.75455782312923,44100.0,2.0,319.7284995201696,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,stereo,
music/low_stream/Jason Sturges - Harvest.mp3,archive_low_download,True,1546368,96.63054421768707,44100.0,2.0,128.0231225039054,MP3,MPEG_LAYER_III,128.0,constant,MPEG 1.0,joint stereo,
music/low_stream/3dtorus - FW156-10_3dtorus_BlindVision.mp3,archive_low_download,True,13867852,334.6666666666667,44100.0,2.0,331.5024382470119,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/indip - 04 Vaarbrud.mp3,archive_low_download,True,13156705,385.0,44100.0,2.0,273.3860779220779,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Herd Of The Ether Space - 02NackMollis.mp3,archive_low_download,True,11639790,485.71321995464854,44100.0,2.0,191.71460889760124,MP3,MPEG_LAYER_III,192.0,constant,MPEG 1.0,stereo,
music/low_stream/Idiotlust - GOD84_-_idiotlust_-_01_-__Balls_Deep.mp3,archive_low_download,True,2047582,127.96136054421768,44100.0,2.0,128.01251823467118,MP3,MPEG_LAYER_III,128.0,constant,MPEG 1.0,joint stereo,
music/low_stream/L-Rai - FW160-03_L-Rai_LittleDude.mp3,archive_low_download,True,8169787,198.01473922902494,44100.0,2.0,330.0678336091246,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Lately Kind of Yeah - Lately Kind of Yeah - Espers - 34 Curator of Rest.mp3,archive_low_download,True,2659337,61.38671201814059,44100.0,2.0,346.56842337007794,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/dnÃ© - 02Slowmotiondancer-FirstReadingThenTheDancefloor.mp3,archive_low_download,True,5999677,191.00002267573697,44100.0,2.0,251.29534189368024,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Applezup (aka Christian Negre) - 001.Before.mp3,archive_low_download,True,18125947,755.1687074829932,44100.0,2.0,192.02010698154578,MP3,MPEG_LAYER_III,192.0,constant,MPEG 1.0,stereo,
music/low_stream/Fabián Ramírez - 07.EscapingInTheTeleportToNowhere.mp3,archive_low_download,True,6611740,165.43244897959184,44100.0,2.0,319.7312276174133,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Love Torture Records - ProgramNotResponding.mp3,archive_low_download,True,3179688,199.1795918367347,44100.0,2.0,127.71139736470009,MP3,MPEG_LAYER_III,128.0,constant,MPEG 1.0,stereo,
music/low_stream/Mike Chohaney - foot094_11-forks_spoons_and_knives-valeery.mp3,archive_low_download,True,6293870,323.27943310657594,44100.0,2.0,155.7505824485925,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Jimmy Spits - JimmySpits-LeaPsAndBounds-01-Listen_vbr.mp3,archive_low_download,True,2346922,136.17632653061224,44100.0,2.0,137.8754771724535,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/the Beige Channel - 10HeHaltedPuzzledSuddenlyAbleT.mp3,archive_low_download,True,5597771,349.82650793650794,44100.0,2.0,128.01250615384407,MP3,MPEG_LAYER_III,128.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Phloby Vs. C. Goff III - 11SpaceKeyContract_vbr.mp3,archive_low_download,True,2855433,186.72326530612244,44100.0,2.0,122.3386060786234,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Nebur - nebur_supertelesketch_05.mp3,archive_low_download,True,2421763,100.89158730158731,44100.0,2.0,192.02893440546745,MP3,MPEG_LAYER_III,192.0,constant,MPEG 1.0,stereo,
music/low_stream/AAVV - Ninja McTits - Returning To Thy Creator.mp3,archive_low_download,True,133120,8.333333333333333e-05,48000.0,2.0,12779520.0,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Practitioners of Aural Dissonance - 10_digereemadness.mp3,archive_low_download,True,5743135,358.9108843537415,44100.0,2.0,128.01250116091956,MP3,MPEG_LAYER_III,128.0,constant,MPEG 1.0,joint stereo,
music/low_stream/VA - 08. Памяти Александра Маслаева.mp3,archive_low_download,True,2946762,73.62519274376417,44100.0,2.0,320.19061847544907,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Mother Eel - 01youvegoNohandbagyouvegot.mp3,archive_low_download,True,12580649,314.4855102040816,44100.0,2.0,320.0312533785341,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Mark McLaren - DWTC40.mp3,archive_low_download,True,86401358,2703.0120408163266,44100.0,2.0,255.71875136421886,MP3,MPEG_LAYER_III,256.0,constant,MPEG 1.0,stereo,
music/low_stream/Sólo un Chico - 9-Llovera.mp3,archive_low_download,True,2537132,105.8670068027211,44100.0,2.0,191.72220517977567,MP3,MPEG_LAYER_III,192.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Small Things on Sundays - 2_patchmix.mp3,archive_low_download,True,58466304,1826.91768707483,44100.0,2.0,256.0216233654767,MP3,MPEG_LAYER_III,256.0,constant,MPEG 1.0,stereo,
music/low_stream/Enbilulugugal - 20 - Dado.mp3,archive_low_download,True,5067047,122.49333333333334,44100.0,2.0,330.92720148035266,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/5even.5 - 5even5_04_Orange_64kb.mp3,archive_low_download,True,1005318,125.54412698412699,22050.0,2.0,64.0614913114721,MP3,MPEG_LAYER_III,64.0,constant,MPEG 2.0,joint stereo,
music/low_stream/Unknown - 09 - Bloodclot - Breakcore Xmas Fundraiser 18 12 21.mp3,archive_low_download,True,69994156,3030.7126303854875,44100.0,2.0,184.75959824959634,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Half Deaf Clatch - 02-PutAwayYourPitchforks.mp3,archive_low_download,True,7001058,173.8,44100.0,1.0,322.25813578826234,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,mono,
music/low_stream/Kolpakopf - 05_-_Kolpakopf_-_Andante_Non_Troppo.mp3,archive_low_download,True,7166464,311.5466666666667,44100.0,2.0,184.02287083796972,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Untitled MC - 15. Не Один (ft. Alex Crown).mp3,archive_low_download,True,6220046,155.63167800453516,44100.0,2.0,319.7316165835465,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/LEZET - LEZET_Ransid_06_The_Ringing_Tower_vbr.mp3,archive_low_download,True,3106022,220.12517006802722,44100.0,2.0,112.88202976661393,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/cyberdread + dj KND - cyberdread7_64kb.mp3,archive_low_download,True,3169093,396.01596371882084,22050.0,2.0,64.01950002702655,MP3,MPEG_LAYER_III,64.0,constant,MPEG 2.0,joint stereo,
music/low_stream/like plankton for the elephant - like_plankton_for_the_elephant-passage-01-contact_vbr.mp3,archive_low_download,True,6197927,285.62666666666667,44100.0,2.0,173.5951918588367,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/chris@carolinalivemusic.net - 03_vbr.mp3,archive_low_download,True,3733054,210.25920634920635,44100.0,2.0,142.03626332727632,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Lunar Gate - 03_She_Arose_From_Water.mp3,archive_low_download,True,8882688,422.0933333333333,44100.0,2.0,168.35495467037305,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Pocka - Pocka-02-The-Waldens-Part-I_64kb.mp3,archive_low_download,True,3282360,410.17433106575965,22050.0,2.0,64.01882812064645,MP3,MPEG_LAYER_III,64.0,constant,MPEG 2.0,joint stereo,
music/low_stream/Mark Mclaren - DWTC38_64kb.mp3,archive_low_download,True,21616838,2714.8144217687077,22050.0,2.0,63.70037768081866,MP3,MPEG_LAYER_III,64.0,constant,MPEG 2.0,joint stereo,
music/low_stream/Stemwave & Polychromatic - 01_The_Chase_64kb.mp3,archive_low_download,True,1805919,225.6192290249433,22050.0,2.0,64.0342228915372,MP3,MPEG_LAYER_III,64.0,constant,MPEG 2.0,joint stereo,
music/low_stream/Slew52 - 03.Klomofz.mp3,archive_low_download,True,11637073,291.1738321995465,44100.0,2.0,319.7285391229775,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,stereo,
music/low_stream/Unknown - Back Door Knockers - 4-Way Coprophagia - 29 Secret Location 1.mp3,archive_low_download,True,2011688,46.6949433106576,44100.0,2.0,344.6519656942562,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Adrian Newton - 01nocti33.mp3,archive_low_download,True,84069979,3602.0,44100.0,2.0,186.7184430871738,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Hell Garbage-Scrotum Elf - 17_scrotumelf-AreYouAnnoyedYetYouPieceOfShit_.mp3,archive_low_download,True,1341440,111.85963718820862,44100.0,2.0,95.93737535500637,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Gerbil Bliss - 04Four.mp3,archive_low_download,True,16095229,402.72360544217685,44100.0,2.0,319.7275507568619,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,stereo,
music/low_stream/Andy N - 17ky_64kb.mp3,archive_low_download,True,2496806,311.9800453514739,22050.0,2.0,64.02476151157991,MP3,MPEG_LAYER_III,64.0,constant,MPEG 2.0,joint stereo,
music/low_stream/MYRDAL - 01 Soon.mp3,archive_low_download,True,6934727,173.35122448979592,44100.0,2.0,320.03129001990766,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,stereo,
music/low_stream/Saša Raven Atanasov - SaaRavenAtanasov02BabyBlue.mp3,archive_low_download,True,4883939,122.08333333333333,44100.0,2.0,320.0396887372014,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Violent Feast - 01-use_me_as_an_exit.mp3,archive_low_download,True,1520118,94.99009070294784,44100.0,2.0,128.02329074544835,MP3,MPEG_LAYER_III,128.0,constant,MPEG 1.0,stereo,
music/low_stream/# - 02 - Портвейн.mp3,archive_low_download,True,4518455,282.3678458049887,44100.0,1.0,128.0161340500667,MP3,MPEG_LAYER_III,128.0,constant,MPEG 1.0,mono,
music/low_stream/Urban Mythology - 02-UrbanMythology-Orche.mp3,archive_low_download,True,7599393,190.14501133786848,44100.0,2.0,319.73041823313037,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/we are debris - We Are Debris - lost ep - 28 - shubs (remix).mp3,archive_low_download,True,1822720,75.93922902494332,44100.0,2.0,192.01880486843518,MP3,MPEG_LAYER_III,192.0,constant,MPEG 1.0,stereo,
music/low_stream/Haunt - 03-DeadInside.mp3,archive_low_download,True,10301052,255.42666666666668,44100.0,2.0,322.63043273999057,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/undRess Béton - undRess_Beton_-_The_Unfiled_7_05_The_Unfiled_5.mp3,archive_low_download,True,1861843,65.94467120181406,44100.0,2.0,225.86728735695422,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/various - fu006_03_soapskumm_particlearafrospunkball.mp3,archive_low_download,True,6369936,212.0,48000.0,2.0,240.37494339622643,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Jimmy Ghaphery - mSussuration_64kb.mp3,archive_low_download,True,1072401,133.91492063492063,22050.0,2.0,64.0646162453299,MP3,MPEG_LAYER_III,64.0,constant,MPEG 2.0,joint stereo,
music/low_stream/metaFame - kreislauf011_1.mp3,archive_low_download,True,10690560,267.234693877551,44100.0,2.0,320.0350925961281,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Quilluya - 08tuckunqui.mp3,archive_low_download,True,3428736,142.85865625,32000.0,2.0,192.0071819239165,MP3,MPEG_LAYER_III,192.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Digi Hartatak - morednb.mp3,archive_low_download,True,5051392,214.58802721088435,44100.0,2.0,188.31962120741406,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/cluli - 01. cluli - get a clu.mp3,archive_low_download,True,7074655,175.65179138321994,44100.0,2.0,322.21271160577953,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Krach Macht Frei - 01. Gebrom - Beerputklanken.mp3,archive_low_download,True,19590144,599.1496598639455,44100.0,2.0,261.57262950894125,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Michael Perry Goodman - 2-06GlassCastles_64kb.mp3,archive_low_download,True,2690948,336.24780045351474,22050.0,2.0,64.02297344685864,MP3,MPEG_LAYER_III,64.0,constant,MPEG 2.0,joint stereo,
music/low_stream/Vivien Lake - 12.Vivien_Lake-Forceless_Jedis.mp3,archive_low_download,True,6131579,199.61537414965986,44100.0,2.0,245.73574159284556,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/VV.AA - pncd01_B3_Estrellas Compactas (2003)_Federico Schumacher.mp3,archive_low_download,True,31500757,788.1930612244898,44100.0,2.0,319.7263061520719,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
"music/low_stream/Jukka Hautamaki, Dennis Tan, Sebastian Ziegler - LAama002_Untamala__live_at_neuestadt_6_2004_64kb.mp3",archive_low_download,True,18265092,2282.997188208617,22050.0,2.0,64.00390537259291,MP3,MPEG_LAYER_III,64.0,constant,MPEG 2.0,joint stereo,
music/low_stream/Resin - resin-03-and_oceans_will_silence_empires_vbr.mp3,archive_low_download,True,22111136,623.5428571428571,44100.0,2.0,283.68392961876833,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Sperm Of Freddie Mercury - 19. Жоподиева ебут в жопу (Chuck Schuldiner Is Gay Cover).mp3,archive_low_download,True,1883139,47.00965986394558,44100.0,2.0,320.4684323094689,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Каловая Рвота - 14. Катюша (Матвей Блантер cover).mp3,archive_low_download,True,6141139,153.34285714285716,44100.0,2.0,320.38735233836405,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,stereo,
music/low_stream/Eucci - rive058-03-eucci-r1s2-eu.eu.87RW.mp3,archive_low_download,True,1505866,47.05369614512472,44100.0,2.0,256.02511570705155,MP3,MPEG_LAYER_III,256.0,constant,MPEG 1.0,stereo,
music/low_stream/The Fake Masters - 04deadstripe_vbr.mp3,archive_low_download,True,1904549,106.40340136054422,44100.0,2.0,143.19459533414744,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Roberto Massoni - 02_3c05i5t3.mp3,archive_low_download,True,10921505,272.967052154195,44100.0,2.0,320.08273273451636,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
